title,rating,year,poster,imdbID,note,country
Tetris,7.4,2023,https://m.media-amazon.com/images/M/MV5BZmZmNTdiYjMtZDdmNi00ZGU4LThkYmQtZTFhZWNlYmUxYWZkXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,tt12758060,,"United Kingdom, United States"
